Id,Project_Id,Author_Id,Title,Year,Authors
27,1,27,Patient Specific Predictions in the Intensive Care Unit Using a Bayesian Ensemble,2012,AEW Johnson and N Dunkley and L Mayaud and A Tsanas and AA Kramer and GD Clifford
28,1,28,"MIMIC-III, a freely accessible critical care database. Sci Data. 2016; 3: 160035",2016,AE Johnson and TJ Pollard and L Shen and LW Lehman and M Feng and M Ghassemi and B Moody and P Szolovits and LA Celi and RG Mark III
29,1,29,A support vector machine approach for reliable detection of atrial fibrillation events,2013,Roberta Colloca and Alistair EW Johnson and Luca Mainardi and Gari D Clifford
30,1,30,L. wei H,2016,AE Johnson and T Joseph Pollard and L Shen
31,1,31,R-peak estimation using multimodal lead switching,2014,Alistair EW Johnson and Joachim Behar and Fernando Andreotti and Gari D Clifford and Julien Oster
32,1,32,Robust detection of heart beats in multimodal data,2015,Ikaro Silva and Benjamin Moody and Joachim Behar and Alistair Johnson and Julien Oster and Gari D Clifford and George B Moody
33,1,33,"MIMIC-IV, a freely accessible electronic health record dataset",2023,Alistair EW Johnson and Lucas Bulgarelli and Lu Shen and Alvin Gayles and Ayad Shammout and Steven Horng and Tom J Pollard and Sicheng Hao and Benjamin Moody and Brian Gow and Li-wei H Lehman and Leo A Celi and Roger G Mark
34,1,34,MIMIC-IV (version 1.0). PhysioNet. 2021,2022,Alistair Johnson and Lucas Bulgarelli and Tom Pollard and Steven Horng and Leo Anthony Celi and R Mark IV
35,1,35,Predicting Intensive Care Unit admission among patients presenting to the emergency department using machine learning and natural language processing,2020,Marta Fernandes and Ruben Mendes and Susana M Vieira and Francisca Leite and Carlos Palos and Alistair Johnson and Stan Finkelstein and Steven Horng and Leo Anthony Celi
36,1,36,Crowd-sourced annotation of ECG signals using contextual information,2014,Tingting Zhu and Alistair EW Johnson and Joachim Behar and Gari D Clifford
37,1,37,"Right ventricular function, peripheral edema, and acute kidney injury in critical illness",2017,Christina Chen and Joon Lee and Alistair E W Johnson and Roger G Mark and Leo Anthony Celi and John Danziger
38,1,38,Deidentification of free-text medical records using pre-trained bidirectional transformers,2020,Alistair EW Johnson and Lucas Bulgarelli and Tom J Pollard
39,1,39,Bridging the health data divide,2016,Leo Anthony Celi and Guido Davidzon and Alistair EW Johnson and Matthieu Komorowski and Dominic C Marshall and Sunil S Nair and Colin T Phillips and Tom J Pollard and Jesse D Raffa and Justin D Salciccioli and Francisco Muge Salgueiro and David J Stone
40,1,40,Evaluation of domain generalization and adaptation on improving model robustness to temporal dataset shift in clinical medicine,2022,Lin Lawrence Guo and Stephen R Pfohl and Jason Fries and Alistair EW Johnson and Jose Posada and Catherine Aftandilian and Nigam Shah and Lillian Sung
41,1,41,Prolonged elevated heart rate and 90-day survival in acutely ill patients: data from the MIMIC-III database,2019,Veit Sandfort and Alistair EW Johnson and Lauren M Kunz and Jose D Vargas and Douglas R Rosing
42,1,42,MIMIC-CXR-JPG-chest radiographs with structured labels,2019,Alistair Johnson and Matt Lungren and Yifan Peng and Zhiyong Lu and Roger Mark and Seth Berkowitz and Steven Horng
43,1,43,Predicting vital sign deterioration with artificial intelligence or machine learning,2019,Simon T Vistisen and Alistair EW Johnson and Thomas WL Scheeren
44,1,44,Generalizability of predictive models for intensive care unit patients,2018,Alistair EW Johnson and Tom J Pollard and Tristan Naumann
45,1,45,Risk of mortality and cardiopulmonary arrest in critical patients presenting to the emergency department using machine learning and natural language processing,2020,Marta Fernandes and Rúben Mendes and Susana M Vieira and Francisca Leite and Carlos Palos and Alistair Johnson and Stan Finkelstein and Steven Horng and Leo Anthony Celi
46,1,46,"MIMIC-III, a freely accessible critical care database",2016,EW Alistair and J Pollard Tom and Shen Lu and Lehmann Li-Wei and Feng Mengling and Ghassemi Mohammad and Moody Benjamin and Szolovits Peter and AC Leo and G Mark Roger
47,1,47,Data preprocessing and mortality prediction: the Physionet/CinC 2012 challenge revisited,2014,Alistair EW Johnson and Andrew A Kramer and Gari D Clifford
48,1,48,Severity of illness scores may misclassify critically ill obese patients,2018,Rodrigo Octávio Deliberato and Stephanie Ko and Matthieu Komorowski and MA Armengol de La Hoz and Maria P Frushicheva and Jesse D Raffa and Alistair EW Johnson and Leo Anthony Celi and David J Stone
49,1,49,Promoting secondary analysis of electronic medical records in China: summary of the PLAGH-MIT critical data conference and health datathon,2017,Peiyao Li and Chen Xie and Tom Pollard and Alistair Edward William Johnson and Desen Cao and Hongjun Kang and Hong Liang and Yuezhou Zhang and Xiaoli Liu and Yong Fan and Yuan Zhang and Wanguo Xue and Lixin Xie and Leo Anthony Celi and Zhengbo Zhang
50,1,50,SEVERITAS: an externally validated mortality prediction for critically ill patients in low and middle-income countries,2019,Rodrigo Octávio Deliberato and Guilherme Goto Escudero and Lucas Bulgarelli and Ary Serpa Neto and Stephanie Q Ko and Niklas Soderberg Campos and Berke Saat and Edson Amaro Júnior and Fabio Silva Lopes and Alistair EW Johnson
51,1,51,Impact of intensive care unit discharge delays on patient outcomes: a retrospective cohort study,2019,Somnath Bose and Alistair EW Johnson and Ari Moskowitz and Leo Anthony Celi and Jesse D Raffa
52,1,52,Do We Still Need Clinical Language Models?,2023,Eric Lehman and Evan Hernandez and Diwakar Mahajan and Jonas Wulff and Micah J Smith and Zachary Ziegler and Daniel Nadler and Peter Szolovits and Alistair Johnson and Emily Alsentzer
53,1,53,Physiological trajectory of patients pre and post ICU discharge,2014,Alistair EW Johnson and Jonathan Burgess and Marco AF Pimentel and David A Clifton and J Duncan Young and Peter J Watkinson and Lionel Tarassenko
54,1,54,Predicting and understanding unexpected respiratory decompensation in critical care using sparse and heterogeneous clinical data,2018,Oliver Ren and Alistair EW Johnson and Eric P Lehman and Matthieu Komorowski and Jerome Aboab and Fengyi Tang and Zach Shahn and Daby Sow and Roger Mark and Li-wei Lehman
55,1,55,An echo state neural network for foetal ECG extraction optimised by random search,2013,Joachim Behar and AE Johnson and Julien Oster and Gari Clifford
56,1,56,Recalibration of deep learning models for abnormality detection in smartphone-captured chest radiograph,2021,Po-Chih Kuo and Cheng Che Tsai and Diego M López and Alexandros Karargyris and Tom J Pollard and Alistair EW Johnson and Leo Anthony Celi
57,1,57,Estimating patient's health state using latent structure inferred from clinical time series and text,2017,Aaron Zalewski and William Long and Alistair EW Johnson and Roger G Mark and H Lehman Li-wei
58,1,58,AF classification from a short single lead ECG recording: the PhysioNet Computing in Cardiology Challenge 2017,2017,Benjamin Edward Moody and Li-Wei Lehman and Ikaro Silva and A Johnson and Roger G Mark
59,1,59,Closing the data loop: An integrated open access analysis platform for the mimic database,2016,Mohammad Adibuzzaman and Ken Musselman and Alistair Johnson and Paul Brown and Zachary Pitluk and Ananth Grama
60,1,60,The global open source severity of illness score (GOSSIS),2022,Jesse D Raffa and Alistair EW Johnson and Zach O’Brien and Tom J Pollard and Roger G Mark and Leo A Celi and David Pilcher and Omar Badawi
61,1,61,Prediction on critically ill patients: The role of “big data”,2020,Lucas Bulgarelli and Rodrigo Octávio Deliberato and Alistair EW Johnson
62,1,62,Impact of sex on use of low tidal volume ventilation in invasively ventilated ICU patients—a mediation analysis using two observational cohorts,2021,Pien Swart and Rodrigo Octavio Deliberato and Alistair EW Johnson and Tom J Pollard and Lucas Bulgarelli and Paolo Pelosi and Marcelo Gama de Abreu and Marcus J Schultz and Ary Serpa Neto
63,1,63,An evaluation of the influence of body mass index on severity scoring.,2019,Rodrigo Octavio Deliberato and Ary Serpa Neto and Matthieu Komorowski and David J Stone and Stephanie Q Ko and Lucas Bulgarelli and Carolina Rodrigues Ponzoni and Renato Carneiro de Freitas Chaves and Leo Anthony Celi and Alistair EW Johnson
64,1,64,Improved respiration rate estimation using a Kalman filter and wavelet cross-coherence,2013,Alistair EW Johnson and Sharath R Cholleti and Timothy G Buchman and Gari D Clifford
65,1,65,Bayesian voting of multiple annotators for improved QT interval estimation,2013,Tingting Zhu and Alistair EW Johnson and Joachim Behar and Gari D Clifford
66,1,66,Improving conceptual learning in engineering economy using Model-Eliciting Activities (MEAs),2010,Karen M Bursic and Larry J Shuman and Mary Besterfield-Sacre and Tuba Tuba Pinar Yildirim and Nora Nora Siewiorek
67,1,67,Mark,1931,Josephine Johnson
68,1,68,16: APACHE outcomes across venues: predicting inpatient mortality using electronic medical record data,2018,Corey Bryant and Alistair Johnson and Kathy Henson and Laura Freeseman-Freeman and Maureen Stark and Thomas Higgins
69,1,69,Clinical-t5: Large language models built using mimic clinical text,2023,Eric Lehman and Alistair Johnson
70,1,70,"BRAX, Brazilian labeled chest x-ray dataset",2022,Eduardo P Reis and Joselisa PQ de Paiva and Maria CB da Silva and Guilherme AS Ribeiro and Victor F Paiva and Lucas Bulgarelli and Henrique MH Lee and Paulo V Santos and Vanessa M Brito and Lucas TW Amaral and Gabriel L Beraldo and Jorge N Haidar Filho and Gustavo BS Teles and Gilberto Szarf and Tom Pollard and Alistair EW Johnson and Leo A Celi and Edson Amaro Jr
71,1,71,Comparing COVID-19 and influenza presentation and trajectory,2021,Anat Reiner Benaim and Jonathan A Sobel and Ronit Almog and Snir Lugassy and Tsviel Ben Shabbat and Alistair Johnson and Danny Eytan and Joachim A Behar
72,1,72,Rule-based rough-refined two-step-procedure for real-time premature beat detection in single-lead ECG,2020,Zhipeng Cai and Jianqing Li and Alistair EW Johnson and Xiangyu Zhang and Qin Shen and Jian Zhang and Chengyu Liu
73,1,73,Classification of heart sound recordings-the physionet computing in cardiology challenge 2016,2016,Chengyu Liu and David Springer and Benjamin Moody and Ikaro Silva and Alistair Johnson and Maryam Samieinasab and Reza Sameni and Roger Mark and Gari D Clifford
74,1,74,Mortality prediction and acuity assessment in critical care,2014,A Johnson
75,1,75,Normalization of mechanical power to anthropometric indices: impact on its association with mortality in critically ill patients,2019,Ary Serpa Neto and Rodrigo Octavio Deliberato and Alistair EW Johnson and Tom J Pollard and Leo A Celi and Paolo Pelosi and Marcelo Gama de Abreu and Marcus J Schultz and PROVE Network Investigators http://www. provenet. eu
76,1,76,Do thresholds for invasive ventilation in hypoxemic respiratory failure exist? A cohort study,2023,Christopher J Yarnell and Alistair Johnson and Tariq Dam and Annemijn Jonkman and Kuan Liu and Hannah Wunsch and Laurent Brochard and Leo Anthony Celi and Harm-Jan De Grooth and Paul Elbers and Sangeeta Mehta and Laveena Munshi and Robert A Fowler and Lillian Sung and George Tomlinson
77,1,77,Comparative effectiveness of common treatments for new-onset atrial fibrillation within the ICU: accounting for physiological status,2022,Jonathan P Bedford and Alistair Johnson and Oliver Redfern and Stephen Gerry and James Doidge and David Harrison and Kim Rajappan and Kathryn Rowan and J Duncan Young and Paul Mouncey and Peter J Watkinson
78,1,78,First Brazilian datathon in critical care,2018,Ary Serpa Neto and Guillaume Kugener and Lucas Bulgarelli and Roberto Rabello Filho and Miguel Ángel Armengol de la Hoz and Alistair EW Johnson and Kenneth E Paik and Felipe Torres and Chen Xie and Edson Amaro Júnior and Leonardo José Rolim Ferraz and Leo Anthony Celi and Rodrigo Octavio Deliberato
79,1,79,Analyzing the eICU collaborative research database,2017,Alistair EW Johnson and Tom J Pollard and Leo A Celi and Roger G Mark
80,1,80,Geomorphic evolution of the Le Sueur River,2009,KB Gran and P Belmont and SS Day and C Jennings and A Johnson and L Perg and PR Wilcock
81,1,81,The effect of extra strain rates of streamline curvature and divergence on mixing layers,1991,AE Johnson and PE Hancock
82,1,82,Bayesian fusion of physiological measurements using a signal quality extension,2018,Tingting Zhu and Alistair EW Johnson and Yang Yang and Gari D Clifford and David A Clifton
83,1,83,Long-term overall survival and predictors in Anti–PD-1-naive melanoma patients with brain metastases treated with immune checkpoint inhibitors in the real-world setting: a …,2021,Girish S Naik and Elizabeth I Buchbinder and Justine V Cohen and Michael P Manos and Alistair EW Johnson and Peter Bowling and Ayal A Aizer and Jonathan D Schoenfeld and Donald P Lawrence and Rizwan Haq and Frank Stephen Hodi and Ryan J Sullivan and Patrick A Ott
84,1,84,Close spacing of settling chamber screens,1997,PE Hancock and AE Johnson
85,1,85,MIMIC-IV-Note: Deidentified free-text clinical notes,2023,Alistair Johnson and Tom Pollard and Steven Horng and Leo Anthony Celi and Roger Mark
86,1,86,Pharmacological and non-pharmacological treatments and outcomes for new-onset atrial fibrillation in ICU patients: the CAFE scoping review and database analyses,2021,Jonathan Bedford and Laura Drikite and Mark Corbett and James Doidge and Paloma Ferrando-Vivas and Alistair Johnson and Kim Rajappan and Paul Mouncey and David Harrison and Duncan Young and Kathryn Rowan and Peter Watkinson
87,1,87,18: EXTERNAL VALIDATION OF THE SEPSIS-3 GUIDELINES,2016,Alistair Johnson and Leo Anthony Celi and Jesse Raffa and Tom Pollard and David Stone
88,1,88,The importance of downstream bed surface coarsening in predicting the wave of incision in response to a sudden base level drop at the mouth of a river: the Holocene Le Sueur …,2010,NJ Finnegan and K Gran and A Johnson and Patrick Belmont and P Wilcock and WE Dietrich
89,1,89,Machine learning approaches to investigate Clostridioides difficile infection and outcomes: A systematic review,2022,Yujie Chen and Min Xi and Alistair Johnson and George Tomlinson and Aaron Campigotto and Lingxiao Chen and Lillian Sung
90,1,90,False arrhythmia alarm reduction in the intensive care unit,2017,Andrea S Li and Alistair EW Johnson and Roger G Mark
91,1,91,Dynamics of multivariate vital sign time series and severe sepsis among patients in critical care,2017,LiWei Lehman and Alistair E W Johnson and Christopher Sudduth and Roger Mark and Shamim Nemati
92,1,92,Inventory control modeling using radio frequency identification (RFID) technologies,2010,A Johnson and J Miller
93,1,93,A Large-Scale Multicenter Retrospective Study on Nephrotoxicity Associated With Empiric Broad-Spectrum Antibiotics in Critically Ill Patients,2023,Alyssa Y Chen and Chih-Ying Deng and Paola Calvachi and Miguel Ángel Armengol de la Hoz and Afeefah Khazi-Syed and Christina Chen and Corey Scurlock and Christian Becker and Alistair Johnson and Leo Celi and Alon Dagan
94,1,94,Titration of Ventilator Settings to Target Driving Pressure and Mechanical Power,2023,Elias N Baedorf Kassis and Stephanie Hu and MingYu Lu and Alistair EW Johnson and Somnath Bose and Maximilian S Schaefer and Daniel S Talmor and Li-Wei H Lehman and Zach S Shahn
95,1,95,"Author Correction: MIMIC-IV, a freely accessible electronic health record dataset",2023,Alistair EW Johnson and Lucas Bulgarelli and Lu Shen and Alvin Gayles and Ayad Shammout and Steven Horng and Tom J Pollard and Sicheng Hao and Benjamin Moody and Brian Gow and H Lehman Li-wei and Leo A Celi and Roger G Mark
96,1,96,Perspective Toward Machine Learning Implementation in Pediatric Medicine: Mixed Methods Study,2022,Natasha Alexander and Catherine Aftandilian and Lin Lawrence Guo and Erin Plenert and Jose Posada and Jason Fries and Scott Fleming and Alistair Johnson and Nigam Shah and Lillian Sung
97,1,97,Circadian variation in new-onset atrial fibrillation in patients in ICUs,2022,Jonathan P Bedford and Oliver Redfern and Alistair Johnson and Kim Rajappan and Peter J Watkinson
98,1,98,Effect of spontaneous breathing on ventilator-free days in critically ill patients—an analysis of patients in a large observational cohort,2021,Aline Mela Dos Reis and Thais Dias Midega and Rodrigo Octavio Deliberato and Alistair EW Johnson and Lucas Bulgarelli and Thiago Domingos Correa and Leo Anthony Celi and Paolo Pelosi and Marcelo Gama De Abreu and Marcus J Schultz and Ary Serpa Neto
99,1,99,Authors' Response to the Intensive Care Unit Discharge Delay and In-Hospital Mortality.,2018,Somnath Bose and Alistair EW Johnson and Ari Moskowitz and Leo Anthony Celi and Jesse D Raffa
100,1,100,Mechanical power during mechanical ventilation of critically ill patients,2017,Ary Serpa Neto and Rodrigo Octavio Deliberato and Alistair E Johnson and Pedro Amorim and Silvio Moreto Pereira and Denise Carnieli Cazati and Ricardo Luiz Cordioli and Thiago Domingos Corrêa and Eduardo Coutinho and Guilherme de Paula Pinto Schettino and Karina T Timenetsky and Paolo Pelosi and Marcelo Gama de Abreu and Marcus J Schultz
101,1,101,"Risk-adjustment of patient subpopulations in the intensive care unit using oasis, a novel severity score",2013,Alistair EW Johnson and Gari D Clifford
102,1,102,A celebration of 25 years,2007,T Colton and LS Freedman and AL Johnson
103,1,103,Some aspects of centrifugal fan characteristics in blower windtunnels,1997,AE Johnson and PE Hancock
104,1,104,The effect of extra-strain rates of streamline curvature and divergence on mixing layers,1989,AE Johnson and PE Hancock
105,1,105,MIMIC-IV-ECG-Diagnostic Electrocardiogram Matched Subset,,Brian Gow and Tom Pollard and Larry A Nathanson and Alistair Johnson and Benjamin Moody and Chrystinne Fernandes and Nathaniel Greenbaum and Seth Berkowitz and Dana Moukheiber and Parastou Eslami and Elizabeth Herbst and Roger Mark and Steven Horng
106,1,106,"AnnoDash, a clinical terminology annotation dashboard",2023,Justin Xu and Mjaye Mazwi and Alistair EW Johnson
107,1,107,Evaluation of evolving sepsis screening criteria in discriminating suspected sepsis and mortality among adult patients admitted to the intensive care unit,2023,Teresa A Rincon and Jesse Raffa and Leo Anthony Celi and Omar Badawi and Alistair EW Johnson and Tom Pollard and Rodrigo Octávio Deliberato and Janet D Pierce
108,1,108,Do We Still Need Clinical Language Models?,2023,Evan Hernandez and Diwakar Mahajan and Jonas Wulff and Micah J Smith and Zachary Ziegler and Daniel Nadler and Peter Szolovits and Alistair Johnson and Emily Alsentzer
109,1,109,"Development, multi-institutional external validation, and algorithmic audit of an artificial intelligence-based Side-specific Extra-Prostatic Extension Risk Assessment tool …",2023,Jethro CC Kwong and Adree Khondker and Eric Meng and Nicholas Taylor and Cynthia Kuk and Nathan Perlis and Girish S Kulkarni and Robert J Hamilton and Neil E Fleshner and Antonio Finelli and Theodorus H van der Kwast and Amna Ali and Munir Jamal and Frank Papanikolaou and Thomas Short and John R Srigley and Valentin Colinet and Alexandre Peltier and Romain Diamand and Yolene Lefebvre and Qusay Mandoorah and Rafael Sanchez-Salas and Petr Macek and Xavier Cathelineau and Martin Eklund and Alistair EW Johnson and Andrew Feifer and Alexandre R Zlotta
110,1,110,"MP61-02 DEVELOPMENT, MULTI-INSTITUTIONAL EXTERNAL VALIDATION, AND ALGORITHMIC AUDIT OF SEPERA-AN ARTIFICIAL INTELLIGENCE-BASED SIDE-SPECIFIC EXTRA-PROSTATIC EXTENSION RISK …",2023,Jethro Kwong and Adree Khondker and Eric Meng and Nicholas Taylor and Cynthia Kuk and Nathan Perlis and Girish Kulkarni and Robert Hamilton and Neil Fleshner and Antonio Finelli and Theodorus Van Der Kwast and Amna Ali and Munir Jamal and Frank Papanikolaou and Thomas Short and John Srigley and Valentin Colinet and Alexandre Peltier and Romain Diamand and Yolene Lefebvre and Qusay Mandoorah and Rafael Sanchez-Salas and Petr Macek and Xavier Cathelineau and Martin Eklund and Alistair Johnson and Andrew Feifer and Alexandre Zlotta
111,1,111,"MIMIC-IV on FHIR: converting a decade of in-patient data into an exchangeable, interoperable format",2023,Alex M Bennett and Hannes Ulrich and Philip van Damme and Joshua Wiedekopf and Alistair EW Johnson
112,1,112,SEPERA-a novel artificial intelligence-based side-specific extra-prostatic extension risk assessment tool for patients undergoing radical prostatectomy,2023,J Kwong and A Khondker and E Meng and N Taylor and N Perlis and GS Kulkarni and RJ Hamilton and NE Fleshner and A Finelli and TH Van Der Kwast and JR Srigley and M Jamal and V Colinet and A Peltier and R Diamand and Y Lefebvre and Q Mandoorah and R Sanchez-Salas and P Macek and X Cathelineau and M Eklund and AEW Johnson and AH Feifer and AR Zlotta
113,1,113,"Development, multi-institutional external validation, and algorithmic audit of SEPERA–An artificial intelligence-based side-specific extra-prostatic extension risk assessment …",2023,JCC Kwong and K Adree and E Meng and N Taylor and C Kuk and N Perlis and GS Kulkarni and RJ Hamilton and NE Fleshner and A Finelli and TH Van Der Kwast and A Ali and M Jamal and F Papanikolaou and T Short and J Srigley and V Colinet and A Peltier and R Diamand and Y Lefebvre and Q Mandoorah and R Sanchez-Salas and P Macek and X Cathelineau and M Eklund and AEW Johnson and A Feifer and AR Zlotta
114,1,114,OpenSep: a generalizable open source pipeline for SOFA score calculation and Sepsis-3 classification,2022,Mackenzie R Hofford and Sean C Yu and Alistair EW Johnson and Albert M Lai and Philip RO Payne and Andrew P Michelson
115,1,115,International Comparisons of ICU Performance: A Proposed Approach to Severity Scoring Systems Reply,2022,Jesse D Raffa and Alistair EW Johnson and Zach O'Brien and Tom J Pollard and Roger G Mark and Leo A Celi and David Pilcher and Omar Badawi
116,1,116,Ignorance Isn't Bliss: We Must Close the Machine Learning Knowledge Gap in Pediatric Critical Care,2022,Daniel Ehrmann and Vinyas Harish and Felipe Morgado and Laura Rosella and Alistair Johnson and Briseida Mema and Mjaye Mazwi
117,1,117,Scoping review of treatments for new-onset atrial fibrillation,2021,Jonathan Bedford and Laura Drikite and Mark Corbett and James Doidge and Paloma Ferrando-Vivas and Alistair Johnson and Kim Rajappan and Paul Mouncey and David Harrison and Duncan Young and Kathryn Rowan and Peter Watkinson
118,1,118,Plain English summary,2021,Jonathan Bedford and Laura Drikite and Mark Corbett and James Doidge and Paloma Ferrando-Vivas and Alistair Johnson and Kim Rajappan and Paul Mouncey and David Harrison and Duncan Young and Kathryn Rowan and Peter Watkinson
119,1,119,Critical Care Health Informatics Collaborative database analysis,2021,Jonathan Bedford and Laura Drikite and Mark Corbett and James Doidge and Paloma Ferrando-Vivas and Alistair Johnson and Kim Rajappan and Paul Mouncey and David Harrison and Duncan Young and Kathryn Rowan and Peter Watkinson
120,1,120,Database analysis part 2: intensive care unit databases,2021,Jonathan Bedford and Laura Drikite and Mark Corbett and James Doidge and Paloma Ferrando-Vivas and Alistair Johnson and Kim Rajappan and Paul Mouncey and David Harrison and Duncan Young and Kathryn Rowan and Peter Watkinson
121,1,121,The haemodynamic changes associated with treatment of new-onset atrial fibrillation with amiodarone or beta blockers,2021,J Bedford and O Redfern and A Johnson and K Rajappan and P Watkinson
